PMID,Toxicant,Year,Group,Paper_Title,text
34388645,microplastic food,2021,(1)major_food_toxicants_CLEAN.csv,An analytical survey of benzotriazole UV stabilizers in plastic products and their endocrine-disrupting potential via human estrogen and androgen receptors.,an analytical survey of benzotriazole uv stabilizers in plastic products and their endocrine-disrupting potential via human estrogen and androgen receptors.
